"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"20","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","122","The method 'getBodyText()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"21","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","122","The method 'getBodyText()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"22","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","131","The method 'begin(String, String, Attributes)' has a NCSS line count of 4.","Design","NcssCount"
"23","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","131","The method 'begin(String, String, Attributes)' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"24","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","131","The method 'begin(String, String, Attributes)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"25","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","131","The method 'begin(String, String, Attributes)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"26","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","131","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"27","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","147","The method 'body(String, String, String)' has a NCSS line count of 4.","Design","NcssCount"
"28","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","147","The method 'body(String, String, String)' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"29","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","147","The method 'body(String, String, String)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"30","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","147","The method 'body(String, String, String)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"31","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","147","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"32","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","165","The method 'end(String, String)' has a NCSS line count of 16.","Design","NcssCount"
"33","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","165","The method 'end(String, String)' has a cognitive complexity of 8, current threshold is 1","Design","CognitiveComplexity"
"34","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","165","The method 'end(String, String)' has a cyclomatic complexity of 8.","Design","CyclomaticComplexity"
"35","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","165","The method 'end(String, String)' has an NPath complexity of 16, current threshold is 1","Design","NPathComplexity"
"36","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","165","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"37","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","218","The method 'finish()' has a NCSS line count of 2.","Design","NcssCount"
"38","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","218","The method 'finish()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"39","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","218","The method 'finish()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"40","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","228","The method 'toString()' has a NCSS line count of 2.","Design","NcssCount"
"41","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","228","The method 'toString()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"42","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/BeanPropertySetterRule.java","3","228","The method 'toString()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","86","A value of 3 may denote a high amount of coupling within the class (threshold: 1)","Design","CouplingBetweenObjects"
"2","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","86","The class 'CallMethodRule' has a NCSS line count of 121 (Highest = 44).","Design","NcssCount"
"3","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","86","The class 'CallMethodRule' has a total cyclomatic complexity of 50 (highest 21).","Design","CyclomaticComplexity"
"4","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","86","This class has 16 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"5","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","100","The constructor 'CallMethodRule(String, int)' has a NCSS line count of 2.","Design","NcssCount"
"6","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","100","The constructor 'CallMethodRule(String, int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"7","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","100","The constructor 'CallMethodRule(String, int)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"8","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","100","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"9","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","116","The constructor 'CallMethodRule(int, String, int)' has a NCSS line count of 9.","Design","NcssCount"
"10","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","116","The constructor 'CallMethodRule(int, String, int)' has a cognitive complexity of 2, current threshold is 1","Design","CognitiveComplexity"
"11","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","116","The constructor 'CallMethodRule(int, String, int)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"12","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","116","The constructor 'CallMethodRule(int, String, int)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"13","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","116","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"14","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","137","The constructor 'CallMethodRule(String)' has a NCSS line count of 2.","Design","NcssCount"
"15","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","137","The constructor 'CallMethodRule(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"16","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","137","The constructor 'CallMethodRule(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"17","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","137","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"18","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","150","The constructor 'CallMethodRule(int, String)' has a NCSS line count of 2.","Design","NcssCount"
"19","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","150","The constructor 'CallMethodRule(int, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"20","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","150","The constructor 'CallMethodRule(int, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"21","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/CallMethodRule.java","3","150","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
